0, 1652276145927402, 1652276145927461, 59
1, 1652276145968666, 1652276145968688, 22
2, 1652276145981929, 1652276145981955, 26
3, 1652276145994705, 1652276145994725, 20
4, 1652276146007170, 1652276146007190, 20
5, 1652276146020300, 1652276146020320, 20
6, 1652276146033419, 1652276146033440, 21
7, 1652276146046533, 1652276146046553, 20
8, 1652276146059422, 1652276146059442, 20
9, 1652276146072542, 1652276146072562, 20
10, 1652276146085424, 1652276146085444, 20
11, 1652276146098526, 1652276146098554, 28
12, 1652276146111577, 1652276146111597, 20
13, 1652276146124624, 1652276146124644, 20
14, 1652276146137661, 1652276146137680, 19
15, 1652276146156078, 1652276146156097, 19
16, 1652276146168899, 1652276146168919, 20
17, 1652276146181938, 1652276146181958, 20
18, 1652276146194752, 1652276146194772, 20
19, 1652276146207571, 1652276146207596, 25
20, 1652276146220386, 1652276146220406, 20
21, 1652276146233426, 1652276146233447, 21
22, 1652276146246462, 1652276146246483, 21
23, 1652276146259498, 1652276146259517, 19
24, 1652276146272538, 1652276146272558, 20
25, 1652276146285579, 1652276146285597, 18
26, 1652276146298612, 1652276146298633, 21
27, 1652276146311651, 1652276146311671, 20
28, 1652276146324691, 1652276146324711, 20
29, 1652276146337512, 1652276146337531, 19
30, 1652276146350326, 1652276146350346, 20
31, 1652276146363143, 1652276146363163, 20
32, 1652276146375961, 1652276146375981, 20
33, 1652276146388782, 1652276146388802, 20
34, 1652276146401819, 1652276146401837, 18
35, 1652276146414857, 1652276146414877, 20
36, 1652276146427902, 1652276146427920, 18
37, 1652276146440941, 1652276146440961, 20
38, 1652276146453961, 1652276146453979, 18
39, 1652276146466997, 1652276146467016, 19
40, 1652276146480049, 1652276146480067, 18
41, 1652276146492869, 1652276146492889, 20
42, 1652276146505680, 1652276146505701, 21
43, 1652276146518712, 1652276146518731, 19
44, 1652276146531747, 1652276146531768, 21
45, 1652276146544568, 1652276146544589, 21
46, 1652276146557380, 1652276146557405, 25
47, 1652276146570192, 1652276146570213, 21
48, 1652276146583227, 1652276146583251, 24
49, 1652276146596268, 1652276146596354, 86
50, 1652276146609203, 1652276146609222, 19
51, 1652276146621280, 1652276146621301, 21
52, 1652276146634255, 1652276146634275, 20
53, 1652276146647422, 1652276146647441, 19
54, 1652276146660202, 1652276146660221, 19
55, 1652276146672951, 1652276146672971, 20
56, 1652276146686092, 1652276146686112, 20
57, 1652276146698868, 1652276146698888, 20
58, 1652276146712007, 1652276146712026, 19
59, 1652276146725169, 1652276146725187, 18
60, 1652276146737947, 1652276146737966, 19
61, 1652276146750689, 1652276146750708, 19
62, 1652276146763437, 1652276146763457, 20
63, 1652276146776573, 1652276146776592, 19
64, 1652276146789738, 1652276146789758, 20
65, 1652276146802896, 1652276146802916, 20
66, 1652276146835207, 1652276146835226, 19
67, 1652276146847692, 1652276146847710, 18
68, 1652276146860424, 1652276146860441, 17
69, 1652276146873158, 1652276146873188, 30
70, 1652276146885899, 1652276146885918, 19
71, 1652276146898944, 1652276146898964, 20
72, 1652276146911984, 1652276146912004, 20
73, 1652276146924277, 1652276146924297, 20
74, 1652276146936575, 1652276146936594, 19
75, 1652276146949619, 1652276146949645, 26
76, 1652276146962663, 1652276146962684, 21
77, 1652276146975701, 1652276146975723, 22
78, 1652276146988741, 1652276146988761, 20
79, 1652276147001789, 1652276147001809, 20
80, 1652276147014825, 1652276147014851, 26
81, 1652276147027864, 1652276147027885, 21
82, 1652276147040906, 1652276147040929, 23
83, 1652276147053948, 1652276147053969, 21
84, 1652276147066237, 1652276147066258, 21
85, 1652276147079280, 1652276147079300, 20
86, 1652276147092325, 1652276147092345, 20
87, 1652276147105366, 1652276147105387, 21
88, 1652276147118399, 1652276147118420, 21
89, 1652276147131436, 1652276147131456, 20
90, 1652276147144483, 1652276147144504, 21
91, 1652276147157522, 1652276147157544, 22
92, 1652276147170561, 1652276147170591, 30
93, 1652276147183608, 1652276147183629, 21
94, 1652276147196649, 1652276147196668, 19
95, 1652276147209693, 1652276147209718, 25
96, 1652276147225372, 1652276147225391, 19
97, 1652276147238420, 1652276147238448, 28
98, 1652276147251467, 1652276147251489, 22
99, 1652276147264508, 1652276147264528, 20
