0, 1652276145927402, 1652276145927433, 31
1, 1652276145968666, 1652276145968684, 18
2, 1652276145981929, 1652276145981950, 21
3, 1652276145994705, 1652276145994722, 17
4, 1652276146007170, 1652276146007186, 16
5, 1652276146020300, 1652276146020315, 15
6, 1652276146033419, 1652276146033436, 17
7, 1652276146046533, 1652276146046550, 17
8, 1652276146059422, 1652276146059438, 16
9, 1652276146072542, 1652276146072557, 15
10, 1652276146085424, 1652276146085440, 16
11, 1652276146098526, 1652276146098549, 23
12, 1652276146111577, 1652276146111593, 16
13, 1652276146124624, 1652276146124639, 15
14, 1652276146137661, 1652276146137677, 16
15, 1652276146156078, 1652276146156095, 17
16, 1652276146168899, 1652276146168915, 16
17, 1652276146181938, 1652276146181955, 17
18, 1652276146194752, 1652276146194769, 17
19, 1652276146207571, 1652276146207587, 16
20, 1652276146220386, 1652276146220401, 15
21, 1652276146233426, 1652276146233444, 18
22, 1652276146246462, 1652276146246478, 16
23, 1652276146259498, 1652276146259514, 16
24, 1652276146272538, 1652276146272554, 16
25, 1652276146285579, 1652276146285595, 16
26, 1652276146298612, 1652276146298628, 16
27, 1652276146311651, 1652276146311669, 18
28, 1652276146324691, 1652276146324707, 16
29, 1652276146337512, 1652276146337529, 17
30, 1652276146350326, 1652276146350343, 17
31, 1652276146363143, 1652276146363159, 16
32, 1652276146375961, 1652276146375977, 16
33, 1652276146388782, 1652276146388797, 15
34, 1652276146401819, 1652276146401844, 25
35, 1652276146414857, 1652276146414876, 19
36, 1652276146427902, 1652276146427918, 16
37, 1652276146440941, 1652276146440957, 16
38, 1652276146453961, 1652276146453977, 16
39, 1652276146466997, 1652276146467013, 16
40, 1652276146480049, 1652276146480064, 15
41, 1652276146492869, 1652276146492885, 16
42, 1652276146505680, 1652276146505696, 16
43, 1652276146518712, 1652276146518728, 16
44, 1652276146531747, 1652276146531764, 17
45, 1652276146544568, 1652276146544584, 16
46, 1652276146557380, 1652276146557396, 16
47, 1652276146570192, 1652276146570209, 17
48, 1652276146583227, 1652276146583244, 17
49, 1652276146596268, 1652276146596341, 73
50, 1652276146609203, 1652276146609220, 17
51, 1652276146621280, 1652276146621297, 17
52, 1652276146634255, 1652276146634271, 16
53, 1652276146647422, 1652276146647438, 16
54, 1652276146660202, 1652276146660218, 16
55, 1652276146672951, 1652276146672967, 16
56, 1652276146686092, 1652276146686109, 17
57, 1652276146698868, 1652276146698885, 17
58, 1652276146712007, 1652276146712023, 16
59, 1652276146725169, 1652276146725185, 16
60, 1652276146737947, 1652276146737963, 16
61, 1652276146750689, 1652276146750705, 16
62, 1652276146763437, 1652276146763453, 16
63, 1652276146776573, 1652276146776588, 15
64, 1652276146789738, 1652276146789755, 17
65, 1652276146802896, 1652276146802914, 18
66, 1652276146835207, 1652276146835273, 66
67, 1652276146847692, 1652276146847769, 77
68, 1652276146860424, 1652276146860499, 75
69, 1652276146873158, 1652276146873178, 20
70, 1652276146885899, 1652276146885920, 21
71, 1652276146898944, 1652276146898963, 19
72, 1652276146911984, 1652276146912001, 17
73, 1652276146924277, 1652276146924302, 25
74, 1652276146936575, 1652276146936605, 30
75, 1652276146949619, 1652276146949638, 19
76, 1652276146962663, 1652276146962682, 19
77, 1652276146975701, 1652276146975719, 18
78, 1652276146988741, 1652276146988759, 18
79, 1652276147001789, 1652276147001806, 17
80, 1652276147014825, 1652276147014846, 21
81, 1652276147027864, 1652276147027881, 17
82, 1652276147040906, 1652276147040933, 27
83, 1652276147053948, 1652276147053966, 18
84, 1652276147066237, 1652276147066254, 17
85, 1652276147079280, 1652276147079297, 17
86, 1652276147092325, 1652276147092342, 17
87, 1652276147105366, 1652276147105385, 19
88, 1652276147118399, 1652276147118417, 18
89, 1652276147131436, 1652276147131453, 17
90, 1652276147144483, 1652276147144503, 20
91, 1652276147157522, 1652276147157542, 20
92, 1652276147170561, 1652276147170579, 18
93, 1652276147183608, 1652276147183626, 18
94, 1652276147196649, 1652276147196667, 18
95, 1652276147209693, 1652276147209711, 18
96, 1652276147225372, 1652276147225389, 17
97, 1652276147238420, 1652276147238438, 18
98, 1652276147251467, 1652276147251493, 26
99, 1652276147264508, 1652276147264525, 17
