0, 1652272830286627, 1652272830286627
1, 1652272830301295, 14668
2, 1652272830313592, 12297
3, 1652272830325958, 12366
4, 1652272830338640, 12682
5, 1652272830351334, 12694
6, 1652272830364103, 12769
7, 1652272830376794, 12691
8, 1652272830389504, 12710
9, 1652272830402278, 12774
10, 1652272830415022, 12744
11, 1652272830427776, 12754
12, 1652272830440135, 12359
13, 1652272830452807, 12672
14, 1652272830465152, 12345
15, 1652272830477827, 12675
16, 1652272830490161, 12334
17, 1652272830502910, 12749
18, 1652272830515668, 12758
19, 1652272830527995, 12327
20, 1652272830540348, 12353
21, 1652272830552681, 12333
22, 1652272830565022, 12341
23, 1652272830577353, 12331
24, 1652272830590103, 12750
25, 1652272830602854, 12751
26, 1652272830615993, 13139
27, 1652272830628771, 12778
28, 1652272830641448, 12677
29, 1652272830654206, 12758
30, 1652272830666875, 12669
31, 1652272830679250, 12375
32, 1652272830691333, 12083
33, 1652272830703386, 12053
34, 1652272830715884, 12498
35, 1652272830728235, 12351
36, 1652272830740910, 12675
37, 1652272830753279, 12369
38, 1652272830765959, 12680
39, 1652272830778715, 12756
40, 1652272830791457, 12742
41, 1652272830804200, 12743
42, 1652272830816496, 12296
43, 1652272830828787, 12291
44, 1652272830840684, 11897
45, 1652272830852172, 11488
46, 1652272830864518, 12346
47, 1652272830877199, 12681
48, 1652272830889555, 12356
49, 1652272830901888, 12333
50, 1652272830934090, 32202
51, 1652272830946796, 12706
52, 1652272830959196, 12400
53, 1652272830971256, 12060
54, 1652272830983323, 12067
55, 1652272830995800, 12477
56, 1652272831008157, 12357
57, 1652272831020494, 12337
58, 1652272831032818, 12324
59, 1652272831045138, 12320
60, 1652272831057800, 12662
61, 1652272831070142, 12342
62, 1652272831082492, 12350
63, 1652272831095238, 12746
64, 1652272831107930, 12692
65, 1652272831120689, 12759
66, 1652272831133430, 12741
67, 1652272831145771, 12341
68, 1652272831158092, 12321
69, 1652272831170823, 12731
70, 1652272831183501, 12678
71, 1652272831196260, 12759
72, 1652272831209002, 12742
73, 1652272831221259, 12257
74, 1652272831233943, 12684
75, 1652272831246640, 12697
76, 1652272831259331, 12691
77, 1652272831272018, 12687
78, 1652272831284365, 12347
79, 1652272831297095, 12730
80, 1652272831309758, 12663
81, 1652272831322467, 12709
82, 1652272831334798, 12331
83, 1652272831347469, 12671
84, 1652272831359834, 12365
85, 1652272831372539, 12705
86, 1652272831384888, 12349
87, 1652272831397229, 12341
88, 1652272831410347, 13118
89, 1652272831423063, 12716
90, 1652272831436227, 13164
91, 1652272831449028, 12801
92, 1652272831461757, 12729
93, 1652272831474814, 13057
94, 1652272831487865, 13051
95, 1652272831500904, 13039
96, 1652272831513182, 12278
97, 1652272831526223, 13041
98, 1652272831541881, 15658
99, 1652272831554167, 12286
