0, 1652272806903486, 1652272806903514, 28
1, 1652272806919905, 1652272806919935, 30
2, 1652272806932754, 1652272806932777, 23
3, 1652272806945953, 1652272806945969, 16
4, 1652272806958959, 1652272806958976, 17
5, 1652272806971980, 1652272806971996, 16
6, 1652272806985268, 1652272806985284, 16
7, 1652272806998454, 1652272806998470, 16
8, 1652272807011655, 1652272807011670, 15
9, 1652272807024479, 1652272807024494, 15
10, 1652272807037450, 1652272807037466, 16
11, 1652272807050283, 1652272807050299, 16
12, 1652272807063481, 1652272807063497, 16
13, 1652272807076308, 1652272807076323, 15
14, 1652272807089506, 1652272807089522, 16
15, 1652272807102518, 1652272807102534, 16
16, 1652272807115348, 1652272807115364, 16
17, 1652272807128548, 1652272807128563, 15
18, 1652272807141370, 1652272807141386, 16
19, 1652272807154565, 1652272807154581, 16
20, 1652272807167392, 1652272807167407, 15
21, 1652272807180588, 1652272807180604, 16
22, 1652272807193418, 1652272807193435, 17
23, 1652272807206385, 1652272807206401, 16
24, 1652272807219678, 1652272807219694, 16
25, 1652272807232805, 1652272807232821, 16
26, 1652272807245998, 1652272807246015, 17
27, 1652272807259293, 1652272807259309, 16
28, 1652272807271851, 1652272807271867, 16
29, 1652272807284672, 1652272807284688, 16
30, 1652272807297868, 1652272807297884, 16
31, 1652272807310690, 1652272807310707, 17
32, 1652272807323880, 1652272807323896, 16
33, 1652272807336707, 1652272807336723, 16
34, 1652272807349897, 1652272807349913, 16
35, 1652272807362722, 1652272807362738, 16
36, 1652272807375915, 1652272807375932, 17
37, 1652272807388736, 1652272807388755, 19
38, 1652272807401932, 1652272807401949, 17
39, 1652272807414754, 1652272807414773, 19
40, 1652272807427948, 1652272807427964, 16
41, 1652272807440775, 1652272807440794, 19
42, 1652272807472689, 1652272807472705, 16
43, 1652272807485810, 1652272807485827, 17
44, 1652272807499006, 1652272807499022, 16
45, 1652272807511827, 1652272807511844, 17
46, 1652272807525021, 1652272807525038, 17
47, 1652272807537861, 1652272807537878, 17
48, 1652272807550721, 1652272807550738, 17
49, 1652272807563827, 1652272807563874, 47
50, 1652272807576720, 1652272807576742, 22
51, 1652272807589771, 1652272807589795, 24
52, 1652272807602804, 1652272807602821, 17
53, 1652272807615600, 1652272807615619, 19
54, 1652272807628778, 1652272807628794, 16
55, 1652272807641774, 1652272807641790, 16
56, 1652272807654564, 1652272807654581, 17
57, 1652272807667734, 1652272807667750, 16
58, 1652272807692387, 1652272807692408, 21
59, 1652272807705572, 1652272807705594, 22
60, 1652272807718502, 1652272807718523, 21
61, 1652272807731669, 1652272807731689, 20
62, 1652272807744615, 1652272807744637, 22
63, 1652272807757767, 1652272807757788, 21
64, 1652272807771126, 1652272807771147, 21
65, 1652272807784231, 1652272807784252, 21
66, 1652272807797369, 1652272807797389, 20
67, 1652272807813209, 1652272807813230, 21
68, 1652272807828609, 1652272807828630, 21
69, 1652272807844240, 1652272807844259, 19
70, 1652272807857344, 1652272807857365, 21
71, 1652272807870476, 1652272807870497, 21
72, 1652272807883582, 1652272807883603, 21
73, 1652272807896708, 1652272807896729, 21
74, 1652272807909879, 1652272807909900, 21
75, 1652272807925192, 1652272807925213, 21
76, 1652272807938319, 1652272807938339, 20
77, 1652272807951421, 1652272807951442, 21
78, 1652272807964548, 1652272807964567, 19
79, 1652272807977648, 1652272807977669, 21
80, 1652272807993262, 1652272807993281, 19
81, 1652272808009165, 1652272808009184, 19
82, 1652272808022257, 1652272808022278, 21
83, 1652272808035124, 1652272808035145, 21
84, 1652272808048216, 1652272808048237, 21
85, 1652272808066579, 1652272808066599, 20
86, 1652272808079683, 1652272808079703, 20
87, 1652272808094886, 1652272808094906, 20
88, 1652272808107934, 1652272808107954, 20
89, 1652272808142462, 1652272808142482, 20
90, 1652272808155546, 1652272808155566, 20
91, 1652272808168407, 1652272808168427, 20
92, 1652272808181494, 1652272808181514, 20
93, 1652272808194760, 1652272808194780, 20
94, 1652272808210589, 1652272808210653, 64
95, 1652272808224913, 1652272808224978, 65
96, 1652272808241919, 1652272808241938, 19
97, 1652272808254163, 1652272808254184, 21
98, 1652272808266985, 1652272808267005, 20
99, 1652272808279844, 1652272808279861, 17
