0, 1652272806903486, 1652272806903541, 55
1, 1652272806919905, 1652272806919933, 28
2, 1652272806932754, 1652272806932772, 18
3, 1652272806945953, 1652272806945972, 19
4, 1652272806958959, 1652272806958978, 19
5, 1652272806971980, 1652272806972051, 71
6, 1652272806985268, 1652272806985332, 64
7, 1652272806998454, 1652272806998518, 64
8, 1652272807011655, 1652272807011719, 64
9, 1652272807024479, 1652272807024545, 66
10, 1652272807037450, 1652272807037515, 65
11, 1652272807050283, 1652272807050347, 64
12, 1652272807063481, 1652272807063544, 63
13, 1652272807076308, 1652272807076370, 62
14, 1652272807089506, 1652272807089572, 66
15, 1652272807102518, 1652272807102582, 64
16, 1652272807115348, 1652272807115411, 63
17, 1652272807128548, 1652272807128611, 63
18, 1652272807141370, 1652272807141433, 63
19, 1652272807154565, 1652272807154628, 63
20, 1652272807167392, 1652272807167455, 63
21, 1652272807180588, 1652272807180652, 64
22, 1652272807193418, 1652272807193484, 66
23, 1652272807206385, 1652272807206449, 64
24, 1652272807219678, 1652272807219741, 63
25, 1652272807232805, 1652272807232867, 62
26, 1652272807245998, 1652272807246065, 67
27, 1652272807259293, 1652272807259359, 66
28, 1652272807271851, 1652272807271914, 63
29, 1652272807284672, 1652272807284735, 63
30, 1652272807297868, 1652272807297931, 63
31, 1652272807310690, 1652272807310753, 63
32, 1652272807323880, 1652272807323942, 62
33, 1652272807336707, 1652272807336770, 63
34, 1652272807349897, 1652272807349960, 63
35, 1652272807362722, 1652272807362785, 63
36, 1652272807375915, 1652272807375978, 63
37, 1652272807388736, 1652272807388797, 61
38, 1652272807401932, 1652272807401996, 64
39, 1652272807414754, 1652272807414817, 63
40, 1652272807427948, 1652272807428011, 63
41, 1652272807440775, 1652272807440840, 65
42, 1652272807472689, 1652272807472752, 63
43, 1652272807485810, 1652272807485873, 63
44, 1652272807499006, 1652272807499068, 62
45, 1652272807511827, 1652272807511890, 63
46, 1652272807525021, 1652272807525096, 75
47, 1652272807537861, 1652272807537926, 65
48, 1652272807550721, 1652272807550784, 63
49, 1652272807563827, 1652272807564023, 196
50, 1652272807576720, 1652272807576796, 76
51, 1652272807589771, 1652272807589834, 63
52, 1652272807602804, 1652272807602868, 64
53, 1652272807615600, 1652272807615663, 63
54, 1652272807628778, 1652272807628843, 65
55, 1652272807641774, 1652272807641836, 62
56, 1652272807654564, 1652272807654627, 63
57, 1652272807667734, 1652272807667797, 63
58, 1652272807692387, 1652272807692493, 106
59, 1652272807705572, 1652272807705679, 107
60, 1652272807718502, 1652272807718607, 105
61, 1652272807731669, 1652272807731772, 103
62, 1652272807744615, 1652272807744722, 107
63, 1652272807757767, 1652272807757872, 105
64, 1652272807771126, 1652272807771232, 106
65, 1652272807784231, 1652272807784336, 105
66, 1652272807797369, 1652272807797473, 104
67, 1652272807813209, 1652272807813314, 105
68, 1652272807828609, 1652272807828714, 105
69, 1652272807844240, 1652272807844346, 106
70, 1652272807857344, 1652272807857449, 105
71, 1652272807870476, 1652272807870580, 104
72, 1652272807883582, 1652272807883688, 106
73, 1652272807896708, 1652272807896813, 105
74, 1652272807909879, 1652272807909984, 105
75, 1652272807925192, 1652272807925302, 110
76, 1652272807938319, 1652272807938423, 104
77, 1652272807951421, 1652272807951526, 105
78, 1652272807964548, 1652272807964652, 104
79, 1652272807977648, 1652272807977752, 104
80, 1652272807993262, 1652272807993368, 106
81, 1652272808009165, 1652272808009270, 105
82, 1652272808022257, 1652272808022362, 105
83, 1652272808035124, 1652272808035229, 105
84, 1652272808048216, 1652272808048320, 104
85, 1652272808066579, 1652272808066683, 104
86, 1652272808079683, 1652272808079786, 103
87, 1652272808094886, 1652272808094990, 104
88, 1652272808107934, 1652272808108037, 103
89, 1652272808142462, 1652272808142565, 103
90, 1652272808155546, 1652272808155650, 104
91, 1652272808168407, 1652272808168510, 103
92, 1652272808181494, 1652272808181598, 104
93, 1652272808194760, 1652272808194863, 103
94, 1652272808210589, 1652272808210697, 108
95, 1652272808224913, 1652272808224934, 21
96, 1652272808241919, 1652272808242023, 104
97, 1652272808254163, 1652272808254269, 106
98, 1652272808266985, 1652272808267091, 106
99, 1652272808279844, 1652272808279865, 21
