0, 1652270024599619, 1652270024599619
1, 1652270024612861, 13242
2, 1652270024624718, 11857
3, 1652270024637230, 12512
4, 1652270024649748, 12518
5, 1652270024662250, 12502
6, 1652270024674744, 12494
7, 1652270024687233, 12489
8, 1652270024699720, 12487
9, 1652270024712210, 12490
10, 1652270024724692, 12482
11, 1652270024737180, 12488
12, 1652270024749666, 12486
13, 1652270024762153, 12487
14, 1652270024774635, 12482
15, 1652270024806752, 32117
16, 1652270024819238, 12486
17, 1652270024831727, 12489
18, 1652270024844207, 12480
19, 1652270024856689, 12482
20, 1652270024869169, 12480
21, 1652270024881654, 12485
22, 1652270024894130, 12476
23, 1652270024906609, 12479
24, 1652270024919090, 12481
25, 1652270024931576, 12486
26, 1652270024944068, 12492
27, 1652270024956548, 12480
28, 1652270024969024, 12476
29, 1652270024981508, 12484
30, 1652270024993987, 12479
31, 1652270025006466, 12479
32, 1652270025018943, 12477
33, 1652270025031422, 12479
34, 1652270025043911, 12489
35, 1652270025056387, 12476
36, 1652270025068864, 12477
37, 1652270025081341, 12477
38, 1652270025093815, 12474
39, 1652270025106296, 12481
40, 1652270025118773, 12477
41, 1652270025131255, 12482
42, 1652270025143729, 12474
43, 1652270025156204, 12475
44, 1652270025168685, 12481
45, 1652270025181164, 12479
46, 1652270025193637, 12473
47, 1652270025206111, 12474
48, 1652270025218605, 12494
49, 1652270025231090, 12485
50, 1652270025243629, 12539
51, 1652270025256122, 12493
52, 1652270025268597, 12475
53, 1652270025281075, 12478
54, 1652270025293547, 12472
55, 1652270025306024, 12477
56, 1652270025318496, 12472
57, 1652270025330972, 12476
58, 1652270025343444, 12472
59, 1652270025355935, 12491
60, 1652270025368407, 12472
61, 1652270025380886, 12479
62, 1652270025393357, 12471
63, 1652270025405831, 12474
64, 1652270025418308, 12477
65, 1652270025430787, 12479
66, 1652270025443258, 12471
67, 1652270025455733, 12475
68, 1652270025468203, 12470
69, 1652270025480681, 12478
70, 1652270025493153, 12472
71, 1652270025505628, 12475
72, 1652270025518101, 12473
73, 1652270025530577, 12476
74, 1652270025543059, 12482
75, 1652270025555530, 12471
76, 1652270025568019, 12489
77, 1652270025580494, 12475
78, 1652270025592964, 12470
79, 1652270025605443, 12479
80, 1652270025617919, 12476
81, 1652270025630395, 12476
82, 1652270025642865, 12470
83, 1652270025655336, 12471
84, 1652270025667824, 12488
85, 1652270025680299, 12475
86, 1652270025692769, 12470
87, 1652270025735095, 42326
88, 1652270025747569, 12474
89, 1652270025760062, 12493
90, 1652270025772530, 12468
91, 1652270025785003, 12473
92, 1652270025797476, 12473
93, 1652270025809954, 12478
94, 1652270025823492, 13538
95, 1652270025836068, 12576
96, 1652270025849908, 13840
97, 1652270025862503, 12595
98, 1652270025874877, 12374
99, 1652270025887766, 12889
